State,County,"MCO Name","Service Category","Number of Active Patients","Number of Eligible MCO Patients","Number of Providers","Percent Of Eligible Patients Receiving Services","Number of Services per Active Patient","Number of Active Patients per Provider","Calendar Year","Plan Category"
Michigan,Oakland,"Region 10","Behavioral Health",30,355,163,8.45%,19,1:06,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Priority Health","Behavioral Health",*,*,49,11.11%,12,*,2020,Comprehensive MCO
Michigan,Oakland,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",28,262,121,10.69%,39,1:05,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Oakland County Cmh Authority","Behavioral Health","7,141","108,975",518,6.55%,54,14:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Northern Michigan Regional Entity","Behavioral Health",*,*,37,10.26%,8,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Northern Michigan Regional Entity","Behavioral Health",*,*,37,10.26%,8,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Northern Michigan Regional Entity","Behavioral Health",*,*,0,0.00%,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Northcare Network","Behavioral Health",*,*,11,9.38%,2,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Southwest Mi Behavioral Health","Behavioral Health",*,*,15,6.06%,60,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Morc Home Care Inc.","Behavioral Health",*,*,1,0.74%,2,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,Molina,"Behavioral Health",905,"13,870","1,146",6.52%,8,1:02,2020,Comprehensive MCO
Michigan,Oakland,Meridian,"Behavioral Health","1,616","19,763","1,507",8.18%,11,2:01,2020,Comprehensive MCO
Michigan,Oakland,"Mclaren Hp","Behavioral Health",485,"6,789",810,7.14%,14,1:02,2020,Comprehensive MCO
Michigan,Oakland,"Macomb County Cmh Services","Behavioral Health",101,"1,042",238,9.69%,182,1:03,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Lakeshore Regional Entity","Behavioral Health",*,*,32,5.26%,6,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Hap Midwest Hp","Behavioral Health",25,"1,324",85,1.89%,7,1:04,2020,Comprehensive MCO
Michigan,Oakland,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,0,0.00%,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,325,11.60%,24,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Cmh Partnership Of Southeast Michigan","Behavioral Health",31,308,64,10.06%,43,1:03,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,Bcbs,"Behavioral Health","1,528","20,437","1,401",7.48%,14,2:01,2021,Comprehensive MCO
Michigan,Oakland,"Area Agency On Aging 1-B","Behavioral Health",0,416,0,0.00%,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Aetna Better Health","Behavioral Health",126,"3,265",365,3.86%,9,1:03,2021,Comprehensive MCO
Michigan,Oakland,"Valley Area Agency On Aging","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"United Healthcare","Behavioral Health","1,541","23,137","1,225",6.66%,11,2:01,2021,Comprehensive MCO
Michigan,Oakland,"Total Health Care","Behavioral Health",180,"5,125",533,3.51%,7,1:03,2021,Comprehensive MCO
Michigan,Oakland,"The Senior Alliance","Behavioral Health",*,*,1,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"The Information Center","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Southwest Mi Behavioral Health","Behavioral Health",*,*,12,10.14%,25,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Senior Resources Of West Michigan","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Region 2- Area Agency On Aging","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Region 10","Behavioral Health",39,374,147,10.43%,19,1:04,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Priority Health","Behavioral Health",92,"4,794",340,1.92%,4,1:04,2021,Comprehensive MCO
Michigan,Oakland,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",44,273,112,16.12%,26,1:03,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Oakland County Cmh Authority","Behavioral Health","8,946","130,058",515,6.88%,38,18:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Upper Peninsula Hp","Behavioral Health",*,*,9,5.56%,1,*,2021,Comprehensive MCO
Michigan,Oakland,"Northern Michigan Regional Entity","Behavioral Health",*,*,40,14.67%,20,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Northern Michigan Regional Entity","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Northcare Network","Behavioral Health",*,*,7,7.41%,12,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Morc Home Care Inc.","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,Molina,"Behavioral Health","1,067","16,913","1,165",6.31%,11,1:02,2021,Comprehensive MCO
Michigan,Oakland,Meridian,"Behavioral Health","1,992","23,697","1,635",8.41%,12,2:01,2021,Comprehensive MCO
Michigan,Oakland,"Mclaren Hp","Behavioral Health",620,"8,198",915,7.56%,14,1:02,2021,Comprehensive MCO
Michigan,Oakland,"Macomb County Cmh Services","Behavioral Health",99,"1,083",248,9.14%,60,1:03,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Lakeshore Regional Entity","Behavioral Health",13,80,39,16.25%,4,1:03,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Hap Midwest Hp","Behavioral Health",97,"2,480",140,3.91%,9,1:02,2021,Comprehensive MCO
Michigan,Oakland,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,391,13.02%,20,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Cmh Partnership Of Southeast Michigan","Behavioral Health",43,413,53,10.41%,58,1:02,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,Bcbs,"Behavioral Health","1,826","23,613","1,574",7.73%,15,2:01,2022,Comprehensive MCO
Michigan,Oakland,"Area Agency On Aging 1-B","Behavioral Health",*,*,0,0.49%,27,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Aetna Better Health","Behavioral Health",117,"3,445",360,3.40%,9,1:04,2022,Comprehensive MCO
Michigan,Oakland,"A & D Home Health Care, Inc.","Behavioral Health",*,*,0,0.00%,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Valley Area Agency On Aging","Behavioral Health",*,*,0,0.00%,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Upper Peninsula Hp","Behavioral Health",*,*,13,11.11%,7,*,2022,Comprehensive MCO
Michigan,Oakland,"United Healthcare","Behavioral Health","1,751","26,255","1,264",6.67%,12,2:01,2022,Comprehensive MCO
Michigan,Oakland,"Tri County Office On Aging","Behavioral Health",*,*,0,0.00%,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"The Senior Alliance","Behavioral Health",*,*,1,0.00%,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"The Information Center","Behavioral Health",*,*,0,0.00%,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Southwest Mi Behavioral Health","Behavioral Health",*,*,20,7.87%,107,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Region 10","Behavioral Health",44,546,144,8.06%,21,1:04,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Priority Health","Behavioral Health",302,"7,829",595,3.86%,8,1:02,2022,Comprehensive MCO
Michigan,Oakland,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",59,355,117,16.62%,28,1:02,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Oakland County Cmh Authority","Behavioral Health","10,954","154,162",498,7.11%,46,22:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Northern Michigan Regional Entity","Behavioral Health",*,*,41,15.84%,43,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Northern Michigan Regional Entity","Behavioral Health",*,*,0,0.00%,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Northcare Network","Behavioral Health",*,*,9,16.67%,22,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Morc Home Care Inc.","Behavioral Health",0,130,0,0.00%,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,Molina,"Behavioral Health","1,248","19,272","1,124",6.48%,10,2:01,2022,Comprehensive MCO
Michigan,Oakland,Meridian,"Behavioral Health","2,239","26,429","1,699",8.47%,13,2:01,2022,Comprehensive MCO
Michigan,Oakland,"Mclaren Hp","Behavioral Health",721,"8,927",939,8.08%,13,1:02,2022,Comprehensive MCO
Michigan,Oakland,"Macomb County Cmh Services","Behavioral Health",152,"1,426",297,10.66%,57,1:02,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Lakeshore Regional Entity","Behavioral Health",14,98,52,14.29%,10,1:04,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Hap Midwest Hp","Behavioral Health",157,"3,747",186,4.19%,8,1:02,2022,Comprehensive MCO
Michigan,Oakland,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,399,11.39%,21,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,0,0.00%,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Cmh Partnership Of Southeast Michigan","Behavioral Health",72,680,67,10.59%,57,2:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,Bcbs,"Behavioral Health","2,566","30,414","1,691",8.44%,15,2:01,2023,Comprehensive MCO
Michigan,Oakland,"Area Agency On Aging 1-B","Behavioral Health",0,413,0,0.00%,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Aetna Better Health","Behavioral Health",135,"4,057",358,3.33%,9,1:03,2023,Comprehensive MCO
Michigan,Oakland,"A & D Home Health Care, Inc.","Behavioral Health",*,*,0,0.00%,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Valley Area Agency On Aging","Behavioral Health",*,*,0,0.00%,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Upper Peninsula Hp","Behavioral Health",*,*,17,13.79%,3,*,2023,Comprehensive MCO
Michigan,Oakland,"United Healthcare","Behavioral Health","2,137","32,088","1,363",6.66%,13,2:01,2023,Comprehensive MCO
Michigan,Oakland,"The Senior Alliance","Behavioral Health",*,*,2,0.00%,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"The Information Center","Behavioral Health",*,*,0,0.00%,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Southwest Mi Behavioral Health","Behavioral Health",13,130,20,10.00%,74,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Senior Resources Of West Michigan","Behavioral Health",*,*,0,0.00%,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Region 10","Behavioral Health",77,918,136,8.39%,49,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Priority Health","Behavioral Health",546,"11,093",748,4.92%,10,1:02,2023,Comprehensive MCO
Michigan,Oakland,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",65,572,106,11.36%,34,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Oakland County Cmh Authority","Behavioral Health","14,152","195,037",529,7.26%,46,27:01:00,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Northern Michigan Regional Entity","Behavioral Health",27,182,34,14.84%,35,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Northcare Network","Behavioral Health",*,*,8,4.35%,2,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Morc Home Care Inc.","Behavioral Health",0,150,0,0.00%,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,Molina,"Behavioral Health","1,571","24,059","1,139",6.53%,11,2:01,2023,Comprehensive MCO
Michigan,Oakland,Meridian,"Behavioral Health","2,628","31,013","1,785",8.47%,13,2:01,2023,Comprehensive MCO
Michigan,Oakland,"Mclaren Hp","Behavioral Health",898,"10,818","1,052",8.30%,14,1:02,2023,Comprehensive MCO
Michigan,Oakland,"Macomb County Cmh Services","Behavioral Health",218,"2,443",315,8.92%,58,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Lakeshore Regional Entity","Behavioral Health",21,186,41,11.29%,10,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Hap Midwest Hp","Behavioral Health",251,"4,692",360,5.35%,9,1:02,2023,Comprehensive MCO
Michigan,Oakland,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,0,0.00%,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,395,8.81%,21,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,Bcbs,"Behavioral Health","3,378","37,225","1,670",9.07%,15,3:01,2024,Comprehensive MCO
Michigan,Oakland,"Aetna Better Health","Behavioral Health",188,"5,337",322,3.52%,7,1:02,2024,Comprehensive MCO
Michigan,Oakland,"Area Agency On Aging 1-B","Behavioral Health",*,*,2,1.03%,153,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Valley Area Agency On Aging","Behavioral Health",*,*,0,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Upper Peninsula Hp","Behavioral Health",*,*,14,19.23%,7,*,2024,Comprehensive MCO
Michigan,Oakland,"Upcap Area Agency On Aging","Behavioral Health",*,*,0,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"United Healthcare","Behavioral Health","2,570","39,373","1,311",6.53%,12,2:01,2024,Comprehensive MCO
Michigan,Oakland,"Tri County Office On Aging","Behavioral Health",*,*,0,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"The Senior Alliance","Behavioral Health",*,*,3,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"The Information Center","Behavioral Health",*,*,1,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Southwest Mi Behavioral Health","Behavioral Health",36,203,19,17.73%,37,2:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Reliance Community Care Partners","Behavioral Health",*,*,0,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Region 2- Area Agency On Aging","Behavioral Health",*,*,0,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Region 10","Behavioral Health",189,"1,656",141,11.41%,41,2:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Priority Health","Behavioral Health",918,"15,118",862,6.07%,12,2:01,2024,Comprehensive MCO
Michigan,Oakland,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",123,912,92,13.49%,23,2:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Oakland County Cmh Authority","Behavioral Health","19,519","232,560",568,8.39%,77,35:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Northern Michigan Regional Entity","Behavioral Health",*,*,0,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Northern Michigan Regional Entity","Behavioral Health",*,*,32,15.15%,43,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Northern Hp Corp","Behavioral Health",*,*,0,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Northcare Network","Behavioral Health",15,72,13,20.83%,93,2:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Morc Home Care Inc.","Behavioral Health",*,*,0,2.81%,183,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,Molina,"Behavioral Health","1,962","29,388","1,074",6.68%,11,2:01,2024,Comprehensive MCO
Michigan,Oakland,Meridian,"Behavioral Health","3,219","37,562","1,631",8.57%,13,2:01,2024,Comprehensive MCO
Michigan,Oakland,"Mclaren Hp","Behavioral Health","1,134","13,288","1,049",8.53%,14,2:01,2024,Comprehensive MCO
Michigan,Oakland,"Macomb County Cmh Services","Behavioral Health",408,"3,614",344,11.29%,95,2:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Lakeshore Regional Entity","Behavioral Health",31,301,39,10.30%,20,1:02,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Hap Midwest Hp","Behavioral Health",335,"6,123",498,5.47%,15,1:02,2024,Comprehensive MCO
Michigan,Oakland,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,422,11.10%,27,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oakland,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,1,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Oakland,"Cmh Partnership Of Southeast Michigan","Behavioral Health",112,"1,068",66,10.49%,34,2:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oceana,"Upper Peninsula Hp","Behavioral Health",*,*,0,0.00%,,*,2020,Comprehensive MCO
Michigan,Oceana,"Southwest Mi Behavioral Health","Behavioral Health",*,*,0,14.29%,2,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oceana,"Senior Resources Of West Michigan","Behavioral Health",*,*,0,0.00%,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Oceana,"Reliance Community Care Partners","Behavioral Health",*,*,0,0.00%,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Oceana,"Region 10","Behavioral Health",*,*,0,0.00%,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oceana,"Priority Health","Behavioral Health",39,909,10,4.29%,8,4:01,2020,Comprehensive MCO
Michigan,Oceana,"United Healthcare","Behavioral Health",*,*,14,1.08%,8,*,2020,Comprehensive MCO
Michigan,Oceana,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",*,*,2,11.39%,6,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oceana,"Oakland County Cmh Authority","Behavioral Health",*,*,0,0.00%,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oceana,"Northern Michigan Regional Entity","Behavioral Health",*,*,3,0.00%,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oceana,"Northcare Network","Behavioral Health",*,*,0,0.00%,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oceana,Molina,"Behavioral Health",14,408,14,3.43%,5,1:01,2020,Comprehensive MCO
Michigan,Oceana,Meridian,"Behavioral Health",68,"1,113",21,6.11%,11,4:01,2020,Comprehensive MCO
Michigan,Oceana,"Mclaren Hp","Behavioral Health",*,*,11,3.96%,12,*,2020,Comprehensive MCO
Michigan,Oceana,"Lakeshore Regional Entity","Behavioral Health",211,"3,847",6,5.48%,41,36:01:00,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oceana,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,0,0.00%,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Oceana,Bcbs,"Behavioral Health",15,267,7,5.62%,8,3:01,2020,Comprehensive MCO
Michigan,Oceana,"Aetna Better Health","Behavioral Health",*,*,0,100.00%,5,*,2020,Comprehensive MCO
